Timestamp,Location Name,Total Count,Car Count,Motorcycle Count
2026-02-04 22:19:02,Gedebage Arah GBLA,56,22,34
2026-02-04 22:19:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:19:02,Simpang Kordon,18,8,10
2026-02-04 22:19:02,SIMPANG TUGU KUJANG Kota Bogor,17,9,8
2026-02-04 22:19:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
2026-02-04 22:19:02,Perempatan Laswi Gatsu Bandung,46,22,24
2026-02-04 22:19:02,Kircon Perempatan Binon Bandung,14,7,7
2026-02-04 22:19:02,Simpang Braga,23,10,13
2026-02-04 22:19:02,Pertigaan Cicadas Bandung,9,4,5
2026-02-04 22:19:02,Fly Over Antapani,47,20,27
2026-02-04 22:19:02,Fly Over Kopo Leuwi Panjang,32,15,17
2026-02-04 22:19:02,Perempatan PT Inti,12,6,6
2026-02-04 22:19:02,Simpang buah Batu Bandung,14,7,7
2026-02-04 22:19:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:19:02,Jl Sudirman Bandung,27,13,14
2026-02-04 22:19:02,CCTV Kebon Kawung Paskal,16,8,8
2026-02-04 22:19:02,Simpang Garuda - Rajawali Bandung,16,8,8
2026-02-04 22:19:02,Simpang Pajajaran,18,8,10
2026-02-04 22:19:02,CCTV CICENDO Bandung,21,10,11
2026-02-04 22:19:02,Sudirman Otista,37,18,19
2026-02-04 22:19:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:19:02,Jl Pungkur Bandung,14,7,7
2026-02-04 22:19:02,CCTV Laswi - Sukabumi Bandung,46,20,26
2026-02-04 22:19:02,Taman Pramuka Bandung,14,7,7
2026-02-04 22:19:02,Jl Citarum Bandung,12,6,6
2026-02-04 22:19:02,Jl Banda Riau Bandung,12,6,6
2026-02-04 22:19:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:19:02,Jl Merdeka Jawa Bandung,25,12,13
2026-02-04 22:19:02,Simpang Merdeka Aceh,26,12,14
2026-02-04 22:19:02,Jl. Pasar Kosambi Bandung,17,8,9
2026-02-04 22:19:02,Persimpangan Ahmad Yani Rel,9,4,5
2026-02-04 22:19:02,Simpang Surapati - Pusdai,26,12,14
2026-02-04 22:19:02,Simpang Gasibu,30,13,17
2026-02-04 22:19:02,Simpang Cikapayang Dago,37,18,19
2026-02-04 22:19:02,Simpang Cihampelas,30,15,15
2026-02-04 22:19:02,Pertigaan Katamsoe,11,5,6
2026-02-04 22:18:02,Simpang Gedebage - Soekarno Hatta,55,19,36
2026-02-04 22:18:02,Gedebage Arah GBLA,46,16,30
2026-02-04 22:18:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:18:02,Simpang Kordon,17,8,9
2026-02-04 22:18:02,SIMPANG TUGU KUJANG Kota Bogor,20,10,10
2026-02-04 22:18:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,14,7,7
2026-02-04 22:18:02,Perempatan Laswi Gatsu Bandung,51,25,26
2026-02-04 22:18:02,Kircon Perempatan Binon Bandung,15,8,7
2026-02-04 22:18:02,Simpang Braga,21,10,11
2026-02-04 22:18:02,Pertigaan Cicadas Bandung,9,5,4
2026-02-04 22:18:02,Fly Over Antapani,38,17,21
2026-02-04 22:18:02,Fly Over Kopo Leuwi Panjang,38,16,22
2026-02-04 22:18:02,Perempatan PT Inti,12,6,6
2026-02-04 22:18:02,Simpang buah Batu Bandung,11,6,5
2026-02-04 22:18:02,Persimpangan Sukahaji,1,1,0
2026-02-04 22:18:02,Jl Sudirman Bandung,32,16,16
2026-02-04 22:18:02,CCTV Kebon Kawung Paskal,17,8,9
2026-02-04 22:18:02,Simpang Garuda - Rajawali Bandung,17,9,8
2026-02-04 22:18:02,Simpang Pajajaran,20,9,11
2026-02-04 22:18:02,CCTV CICENDO Bandung,18,9,9
2026-02-04 22:18:02,Sudirman Otista,36,17,19
2026-02-04 22:18:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:18:02,Jl Pungkur Bandung,14,6,8
2026-02-04 22:18:02,CCTV Laswi - Sukabumi Bandung,38,16,22
2026-02-04 22:18:02,Taman Pramuka Bandung,16,8,8
2026-02-04 22:18:02,Jl Citarum Bandung,13,7,6
2026-02-04 22:18:02,Jl Banda Riau Bandung,14,6,8
2026-02-04 22:18:02,Persimpangan Sariningsih,1,1,0
2026-02-04 22:18:02,Jl Merdeka Jawa Bandung,33,16,17
2026-02-04 22:18:02,Simpang Merdeka Aceh,27,13,14
2026-02-04 22:18:02,Jl. Pasar Kosambi Bandung,20,9,11
2026-02-04 22:18:02,Persimpangan Ahmad Yani Rel,10,5,5
2026-02-04 22:18:02,Simpang Surapati - Pusdai,23,11,12
2026-02-04 22:18:02,Simpang Gasibu,30,15,15
2026-02-04 22:18:02,Simpang Cikapayang Dago,31,15,16
2026-02-04 22:18:02,Simpang Cihampelas,29,15,14
2026-02-04 22:18:02,Pertigaan Katamsoe,11,6,5
2026-02-04 22:17:02,Simpang Gedebage - Soekarno Hatta,50,17,33
2026-02-04 22:17:02,Gedebage Arah GBLA,50,20,30
2026-02-04 22:17:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:17:02,Simpang Kordon,15,7,8
2026-02-04 22:17:02,SIMPANG TUGU KUJANG Kota Bogor,19,9,10
2026-02-04 22:17:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
2026-02-04 22:17:02,Perempatan Laswi Gatsu Bandung,44,19,25
2026-02-04 22:17:02,Kircon Perempatan Binon Bandung,15,7,8
2026-02-04 22:17:02,Simpang Braga,25,12,13
2026-02-04 22:17:02,Pertigaan Cicadas Bandung,9,5,4
2026-02-04 22:17:02,Fly Over Antapani,36,18,18
2026-02-04 22:17:02,Fly Over Kopo Leuwi Panjang,32,14,18
2026-02-04 22:17:02,Perempatan PT Inti,14,7,7
2026-02-04 22:17:02,Simpang buah Batu Bandung,11,5,6
2026-02-04 22:17:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:17:02,Jl Sudirman Bandung,35,15,20
2026-02-04 22:17:02,CCTV Kebon Kawung Paskal,16,7,9
2026-02-04 22:17:02,Simpang Garuda - Rajawali Bandung,17,8,9
2026-02-04 22:17:02,Simpang Pajajaran,18,8,10
2026-02-04 22:17:02,CCTV CICENDO Bandung,17,8,9
2026-02-04 22:17:02,Sudirman Otista,36,17,19
2026-02-04 22:17:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-04 22:17:02,Jl Pungkur Bandung,15,8,7
2026-02-04 22:17:02,CCTV Laswi - Sukabumi Bandung,43,21,22
2026-02-04 22:17:02,Taman Pramuka Bandung,14,6,8
2026-02-04 22:17:02,Jl Citarum Bandung,12,5,7
2026-02-04 22:17:02,Jl Banda Riau Bandung,13,6,7
2026-02-04 22:17:02,Persimpangan Sariningsih,1,1,0
2026-02-04 22:17:02,Jl Merdeka Jawa Bandung,30,13,17
2026-02-04 22:17:02,Simpang Merdeka Aceh,24,11,13
2026-02-04 22:17:02,Jl. Pasar Kosambi Bandung,19,10,9
2026-02-04 22:17:02,Persimpangan Ahmad Yani Rel,12,6,6
2026-02-04 22:17:02,Simpang Surapati - Pusdai,26,12,14
2026-02-04 22:17:02,Simpang Gasibu,28,12,16
2026-02-04 22:17:02,Simpang Cikapayang Dago,37,18,19
2026-02-04 22:17:02,Simpang Cihampelas,25,12,13
2026-02-04 22:17:02,Pertigaan Katamsoe,9,5,4
2026-02-04 22:16:02,Simpang Gedebage - Soekarno Hatta,56,18,38
2026-02-04 22:16:02,Gedebage Arah GBLA,51,17,34
2026-02-04 22:16:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:16:02,Simpang Kordon,20,9,11
2026-02-04 22:16:02,SIMPANG TUGU KUJANG Kota Bogor,20,10,10
2026-02-04 22:16:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-04 22:16:02,Perempatan Laswi Gatsu Bandung,42,21,21
2026-02-04 22:16:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-04 22:16:02,Simpang Braga,20,9,11
2026-02-04 22:16:02,Pertigaan Cicadas Bandung,11,5,6
2026-02-04 22:16:02,Fly Over Antapani,49,20,29
2026-02-04 22:16:02,Fly Over Kopo Leuwi Panjang,35,15,20
2026-02-04 22:16:02,Perempatan PT Inti,11,5,6
2026-02-04 22:16:02,Simpang buah Batu Bandung,12,6,6
2026-02-04 22:16:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:16:02,Jl Sudirman Bandung,35,17,18
2026-02-04 22:16:02,CCTV Kebon Kawung Paskal,17,8,9
2026-02-04 22:16:02,Simpang Garuda - Rajawali Bandung,15,7,8
2026-02-04 22:16:02,Simpang Pajajaran,16,7,9
2026-02-04 22:16:02,CCTV CICENDO Bandung,17,8,9
2026-02-04 22:16:02,Sudirman Otista,30,14,16
2026-02-04 22:16:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:16:02,Jl Pungkur Bandung,13,7,6
2026-02-04 22:16:02,CCTV Laswi - Sukabumi Bandung,49,25,24
2026-02-04 22:16:02,Taman Pramuka Bandung,15,7,8
2026-02-04 22:16:02,Jl Citarum Bandung,12,6,6
2026-02-04 22:16:02,Jl Banda Riau Bandung,12,5,7
2026-02-04 22:16:02,Persimpangan Sariningsih,1,1,0
2026-02-04 22:16:02,Jl Merdeka Jawa Bandung,31,15,16
2026-02-04 22:16:02,Simpang Merdeka Aceh,25,13,12
2026-02-04 22:16:02,Jl. Pasar Kosambi Bandung,17,8,9
2026-02-04 22:16:02,Persimpangan Ahmad Yani Rel,12,5,7
2026-02-04 22:16:02,Simpang Surapati - Pusdai,21,9,12
2026-02-04 22:16:02,Simpang Gasibu,28,14,14
2026-02-04 22:16:02,Simpang Cikapayang Dago,37,17,20
2026-02-04 22:16:02,Simpang Cihampelas,25,11,14
2026-02-04 22:16:02,Pertigaan Katamsoe,10,5,5
2026-02-04 22:15:02,Simpang Gedebage - Soekarno Hatta,60,21,39
2026-02-04 22:15:02,Gedebage Arah GBLA,54,20,34
2026-02-04 22:15:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:15:02,Simpang Kordon,16,7,9
2026-02-04 22:15:02,SIMPANG TUGU KUJANG Kota Bogor,18,8,10
2026-02-04 22:15:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,5,7
2026-02-04 22:15:02,Perempatan Laswi Gatsu Bandung,48,24,24
2026-02-04 22:15:02,Kircon Perempatan Binon Bandung,13,7,6
2026-02-04 22:15:02,Simpang Braga,25,11,14
2026-02-04 22:15:02,Pertigaan Cicadas Bandung,11,5,6
2026-02-04 22:15:02,Fly Over Antapani,37,18,19
2026-02-04 22:15:02,Fly Over Kopo Leuwi Panjang,33,15,18
2026-02-04 22:15:02,Perempatan PT Inti,14,7,7
2026-02-04 22:15:02,Simpang buah Batu Bandung,11,5,6
2026-02-04 22:15:02,Persimpangan Sukahaji,1,1,0
2026-02-04 22:15:02,Jl Sudirman Bandung,33,15,18
2026-02-04 22:15:02,CCTV Kebon Kawung Paskal,15,7,8
2026-02-04 22:15:02,Simpang Garuda - Rajawali Bandung,17,9,8
2026-02-04 22:15:02,Simpang Pajajaran,17,8,9
2026-02-04 22:15:02,CCTV CICENDO Bandung,19,9,10
2026-02-04 22:15:02,Sudirman Otista,30,13,17
2026-02-04 22:15:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:15:02,Jl Pungkur Bandung,13,7,6
2026-02-04 22:15:02,CCTV Laswi - Sukabumi Bandung,50,24,26
2026-02-04 22:15:02,Taman Pramuka Bandung,13,7,6
2026-02-04 22:15:02,Jl Citarum Bandung,15,7,8
2026-02-04 22:15:02,Jl Banda Riau Bandung,13,7,6
2026-02-04 22:15:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:15:02,Jl Merdeka Jawa Bandung,30,13,17
2026-02-04 22:15:02,Simpang Merdeka Aceh,27,12,15
2026-02-04 22:15:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-04 22:15:02,Persimpangan Ahmad Yani Rel,11,5,6
2026-02-04 22:15:02,Simpang Surapati - Pusdai,24,12,12
2026-02-04 22:15:02,Simpang Gasibu,25,11,14
2026-02-04 22:15:02,Simpang Cikapayang Dago,35,15,20
2026-02-04 22:15:02,Simpang Cihampelas,23,11,12
2026-02-04 22:15:02,Pertigaan Katamsoe,10,5,5
2026-02-04 22:14:02,Simpang Gedebage - Soekarno Hatta,60,20,40
2026-02-04 22:14:02,Gedebage Arah GBLA,52,17,35
2026-02-04 22:14:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:14:02,Simpang Kordon,16,8,8
2026-02-04 22:14:02,SIMPANG TUGU KUJANG Kota Bogor,17,9,8
2026-02-04 22:14:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,6,7
2026-02-04 22:14:02,Perempatan Laswi Gatsu Bandung,48,20,28
2026-02-04 22:14:02,Kircon Perempatan Binon Bandung,17,7,10
2026-02-04 22:14:02,Simpang Braga,19,9,10
2026-02-04 22:14:02,Pertigaan Cicadas Bandung,9,4,5
2026-02-04 22:14:02,Fly Over Antapani,36,17,19
2026-02-04 22:14:02,Fly Over Kopo Leuwi Panjang,36,18,18
2026-02-04 22:14:02,Perempatan PT Inti,13,6,7
2026-02-04 22:14:02,Simpang buah Batu Bandung,14,7,7
2026-02-04 22:14:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:14:02,Jl Sudirman Bandung,31,13,18
2026-02-04 22:14:02,CCTV Kebon Kawung Paskal,18,9,9
2026-02-04 22:14:02,Simpang Garuda - Rajawali Bandung,15,8,7
2026-02-04 22:14:02,Simpang Pajajaran,16,8,8
2026-02-04 22:14:02,CCTV CICENDO Bandung,17,8,9
2026-02-04 22:14:02,Sudirman Otista,32,15,17
2026-02-04 22:14:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:14:02,Jl Pungkur Bandung,12,6,6
2026-02-04 22:14:02,CCTV Laswi - Sukabumi Bandung,48,24,24
2026-02-04 22:14:02,Taman Pramuka Bandung,15,7,8
2026-02-04 22:14:02,Jl Citarum Bandung,12,6,6
2026-02-04 22:14:02,Jl Banda Riau Bandung,15,7,8
2026-02-04 22:14:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:14:02,Jl Merdeka Jawa Bandung,27,13,14
2026-02-04 22:14:02,Simpang Merdeka Aceh,27,12,15
2026-02-04 22:14:02,Jl. Pasar Kosambi Bandung,17,7,10
2026-02-04 22:14:02,Persimpangan Ahmad Yani Rel,10,5,5
2026-02-04 22:14:02,Simpang Surapati - Pusdai,23,11,12
2026-02-04 22:14:02,Simpang Gasibu,26,12,14
2026-02-04 22:14:02,Simpang Cikapayang Dago,30,14,16
2026-02-04 22:14:02,Simpang Cihampelas,30,13,17
2026-02-04 22:14:02,Pertigaan Katamsoe,12,6,6
2026-02-04 22:13:02,Simpang Gedebage - Soekarno Hatta,49,16,33
2026-02-04 22:13:02,Gedebage Arah GBLA,45,15,30
2026-02-04 22:13:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:13:02,Simpang Kordon,20,10,10
2026-02-04 22:13:02,SIMPANG TUGU KUJANG Kota Bogor,15,7,8
2026-02-04 22:13:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,14,7,7
2026-02-04 22:13:02,Perempatan Laswi Gatsu Bandung,44,21,23
2026-02-04 22:13:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-04 22:13:02,Simpang Braga,22,10,12
2026-02-04 22:13:02,Pertigaan Cicadas Bandung,9,5,4
2026-02-04 22:13:02,Fly Over Antapani,39,17,22
2026-02-04 22:13:02,Fly Over Kopo Leuwi Panjang,30,14,16
2026-02-04 22:13:02,Perempatan PT Inti,12,6,6
2026-02-04 22:13:02,Simpang buah Batu Bandung,11,5,6
2026-02-04 22:13:02,Persimpangan Sukahaji,1,1,0
2026-02-04 22:13:02,Jl Sudirman Bandung,27,13,14
2026-02-04 22:13:02,CCTV Kebon Kawung Paskal,19,10,9
2026-02-04 22:13:02,Simpang Garuda - Rajawali Bandung,15,7,8
2026-02-04 22:13:02,Simpang Pajajaran,17,9,8
2026-02-04 22:13:02,CCTV CICENDO Bandung,19,10,9
2026-02-04 22:13:02,Sudirman Otista,35,16,19
2026-02-04 22:13:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-04 22:13:02,Jl Pungkur Bandung,12,6,6
2026-02-04 22:13:02,CCTV Laswi - Sukabumi Bandung,47,20,27
2026-02-04 22:13:02,Taman Pramuka Bandung,15,7,8
2026-02-04 22:13:02,Jl Citarum Bandung,14,7,7
2026-02-04 22:13:02,Jl Banda Riau Bandung,12,6,6
2026-02-04 22:13:02,Persimpangan Sariningsih,1,1,0
2026-02-04 22:13:02,Jl Merdeka Jawa Bandung,30,14,16
2026-02-04 22:13:02,Simpang Merdeka Aceh,27,13,14
2026-02-04 22:13:02,Jl. Pasar Kosambi Bandung,16,7,9
2026-02-04 22:13:02,Persimpangan Ahmad Yani Rel,11,6,5
2026-02-04 22:13:02,Simpang Surapati - Pusdai,25,13,12
2026-02-04 22:13:02,Simpang Gasibu,23,10,13
2026-02-04 22:13:02,Simpang Cikapayang Dago,36,17,19
2026-02-04 22:13:02,Simpang Cihampelas,23,10,13
2026-02-04 22:13:02,Pertigaan Katamsoe,10,5,5
2026-02-04 22:12:02,Simpang Gedebage - Soekarno Hatta,54,20,34
2026-02-04 22:12:02,Gedebage Arah GBLA,49,20,29
2026-02-04 22:12:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:12:02,Simpang Kordon,20,9,11
2026-02-04 22:12:02,SIMPANG TUGU KUJANG Kota Bogor,19,9,10
2026-02-04 22:12:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,11,6,5
2026-02-04 22:12:02,Perempatan Laswi Gatsu Bandung,50,23,27
2026-02-04 22:12:02,Kircon Perempatan Binon Bandung,15,8,7
2026-02-04 22:12:02,Simpang Braga,23,10,13
2026-02-04 22:12:02,Pertigaan Cicadas Bandung,10,5,5
2026-02-04 22:12:02,Fly Over Antapani,44,19,25
2026-02-04 22:12:02,Fly Over Kopo Leuwi Panjang,34,17,17
2026-02-04 22:12:02,Perempatan PT Inti,14,6,8
2026-02-04 22:12:02,Simpang buah Batu Bandung,11,5,6
2026-02-04 22:12:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:12:02,Jl Sudirman Bandung,33,14,19
2026-02-04 22:12:02,CCTV Kebon Kawung Paskal,15,7,8
2026-02-04 22:12:02,Simpang Garuda - Rajawali Bandung,15,7,8
2026-02-04 22:12:02,Simpang Pajajaran,20,9,11
2026-02-04 22:12:02,CCTV CICENDO Bandung,18,8,10
2026-02-04 22:12:02,Sudirman Otista,34,15,19
2026-02-04 22:12:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-04 22:12:02,Jl Pungkur Bandung,14,7,7
2026-02-04 22:12:02,CCTV Laswi - Sukabumi Bandung,43,19,24
2026-02-04 22:12:02,Taman Pramuka Bandung,15,7,8
2026-02-04 22:12:02,Jl Citarum Bandung,14,7,7
2026-02-04 22:12:02,Jl Banda Riau Bandung,13,6,7
2026-02-04 22:12:02,Persimpangan Sariningsih,1,1,0
2026-02-04 22:12:02,Jl Merdeka Jawa Bandung,27,13,14
2026-02-04 22:12:02,Simpang Merdeka Aceh,26,12,14
2026-02-04 22:12:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-04 22:12:02,Persimpangan Ahmad Yani Rel,11,5,6
2026-02-04 22:12:02,Simpang Surapati - Pusdai,22,9,13
2026-02-04 22:12:02,Simpang Gasibu,27,12,15
2026-02-04 22:12:02,Simpang Cikapayang Dago,29,13,16
2026-02-04 22:12:02,Simpang Cihampelas,30,13,17
2026-02-04 22:12:02,Pertigaan Katamsoe,12,6,6
2026-02-04 22:11:02,Simpang Gedebage - Soekarno Hatta,55,22,33
2026-02-04 22:11:02,Gedebage Arah GBLA,45,16,29
2026-02-04 22:11:02,Pertigaan Waas Batununggal,1,1,0
2026-02-04 22:11:02,Simpang Kordon,16,7,9
2026-02-04 22:11:02,SIMPANG TUGU KUJANG Kota Bogor,19,9,10
2026-02-04 22:11:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,11,5,6
2026-02-04 22:11:02,Perempatan Laswi Gatsu Bandung,41,18,23
2026-02-04 22:11:02,Kircon Perempatan Binon Bandung,16,7,9
2026-02-04 22:11:02,Simpang Braga,25,11,14
2026-02-04 22:11:02,Pertigaan Cicadas Bandung,9,5,4
2026-02-04 22:11:02,Fly Over Antapani,39,19,20
2026-02-04 22:11:02,Fly Over Kopo Leuwi Panjang,36,18,18
2026-02-04 22:11:02,Perempatan PT Inti,14,7,7
2026-02-04 22:11:02,Simpang buah Batu Bandung,14,7,7
2026-02-04 22:11:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:11:02,Jl Sudirman Bandung,26,13,13
2026-02-04 22:11:02,CCTV Kebon Kawung Paskal,20,9,11
2026-02-04 22:11:02,Simpang Garuda - Rajawali Bandung,15,7,8
2026-02-04 22:11:02,Simpang Pajajaran,18,9,9
2026-02-04 22:11:02,CCTV CICENDO Bandung,20,10,10
2026-02-04 22:11:02,Sudirman Otista,38,16,22
2026-02-04 22:11:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-04 22:11:02,Jl Pungkur Bandung,13,6,7
2026-02-04 22:11:02,CCTV Laswi - Sukabumi Bandung,39,18,21
2026-02-04 22:11:02,Taman Pramuka Bandung,16,7,9
2026-02-04 22:11:02,Jl Citarum Bandung,14,7,7
2026-02-04 22:11:02,Jl Banda Riau Bandung,14,7,7
2026-02-04 22:11:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:11:02,Jl Merdeka Jawa Bandung,28,14,14
2026-02-04 22:11:02,Simpang Merdeka Aceh,28,14,14
2026-02-04 22:11:02,Jl. Pasar Kosambi Bandung,17,8,9
2026-02-04 22:11:02,Persimpangan Ahmad Yani Rel,10,5,5
2026-02-04 22:11:02,Simpang Surapati - Pusdai,25,12,13
2026-02-04 22:11:02,Simpang Gasibu,30,13,17
2026-02-04 22:11:02,Simpang Cikapayang Dago,39,17,22
2026-02-04 22:11:02,Simpang Cihampelas,23,10,13
2026-02-04 22:11:02,Pertigaan Katamsoe,11,5,6
2026-02-04 22:10:02,Simpang Gedebage - Soekarno Hatta,55,18,37
2026-02-04 22:10:02,Gedebage Arah GBLA,45,18,27
2026-02-04 22:10:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:10:02,Simpang Kordon,18,9,9
2026-02-04 22:10:02,SIMPANG TUGU KUJANG Kota Bogor,20,9,11
2026-02-04 22:10:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-04 22:10:02,Perempatan Laswi Gatsu Bandung,44,21,23
2026-02-04 22:10:02,Kircon Perempatan Binon Bandung,13,6,7
2026-02-04 22:10:02,Simpang Braga,19,9,10
2026-02-04 22:10:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-04 22:10:02,Fly Over Antapani,44,21,23
2026-02-04 22:10:02,Fly Over Kopo Leuwi Panjang,31,13,18
2026-02-04 22:10:02,Perempatan PT Inti,11,5,6
2026-02-04 22:10:02,Simpang buah Batu Bandung,14,7,7
2026-02-04 22:10:02,Persimpangan Sukahaji,1,1,0
2026-02-04 22:10:02,Jl Sudirman Bandung,29,14,15
2026-02-04 22:10:02,CCTV Kebon Kawung Paskal,17,9,8
2026-02-04 22:10:02,Simpang Garuda - Rajawali Bandung,14,7,7
2026-02-04 22:10:02,Simpang Pajajaran,18,8,10
2026-02-04 22:10:02,CCTV CICENDO Bandung,17,9,8
2026-02-04 22:10:02,Sudirman Otista,29,15,14
2026-02-04 22:10:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-04 22:10:02,Jl Pungkur Bandung,13,6,7
2026-02-04 22:10:02,CCTV Laswi - Sukabumi Bandung,50,22,28
2026-02-04 22:10:02,Taman Pramuka Bandung,13,6,7
2026-02-04 22:10:02,Jl Citarum Bandung,15,7,8
2026-02-04 22:10:02,Jl Banda Riau Bandung,15,8,7
2026-02-04 22:10:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:10:02,Jl Merdeka Jawa Bandung,25,11,14
2026-02-04 22:10:02,Simpang Merdeka Aceh,25,12,13
2026-02-04 22:10:02,Jl. Pasar Kosambi Bandung,20,10,10
2026-02-04 22:10:02,Persimpangan Ahmad Yani Rel,11,5,6
2026-02-04 22:10:02,Simpang Surapati - Pusdai,24,12,12
2026-02-04 22:10:02,Simpang Gasibu,31,14,17
2026-02-04 22:10:02,Simpang Cikapayang Dago,34,16,18
2026-02-04 22:10:02,Simpang Cihampelas,27,14,13
2026-02-04 22:10:02,Pertigaan Katamsoe,10,5,5
2026-02-04 22:09:02,Simpang Gedebage - Soekarno Hatta,62,21,41
2026-02-04 22:09:02,Gedebage Arah GBLA,53,18,35
2026-02-04 22:09:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:09:02,Simpang Kordon,18,9,9
2026-02-04 22:09:02,SIMPANG TUGU KUJANG Kota Bogor,18,8,10
2026-02-04 22:09:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,6,7
2026-02-04 22:09:02,Perempatan Laswi Gatsu Bandung,51,24,27
2026-02-04 22:09:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-04 22:09:02,Simpang Braga,23,10,13
2026-02-04 22:09:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-04 22:09:02,Fly Over Antapani,37,17,20
2026-02-04 22:09:02,Fly Over Kopo Leuwi Panjang,38,19,19
2026-02-04 22:09:02,Perempatan PT Inti,11,5,6
2026-02-04 22:09:02,Simpang buah Batu Bandung,13,7,6
2026-02-04 22:09:02,Persimpangan Sukahaji,2,1,1
2026-02-04 22:09:02,Jl Sudirman Bandung,32,16,16
2026-02-04 22:09:02,CCTV Kebon Kawung Paskal,18,9,9
2026-02-04 22:09:02,Simpang Garuda - Rajawali Bandung,18,9,9
2026-02-04 22:09:02,Simpang Pajajaran,19,10,9
2026-02-04 22:09:02,CCTV CICENDO Bandung,21,10,11
2026-02-04 22:09:02,Sudirman Otista,32,15,17
2026-02-04 22:09:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-04 22:09:02,Jl Pungkur Bandung,15,7,8
2026-02-04 22:09:02,CCTV Laswi - Sukabumi Bandung,39,20,19
2026-02-04 22:09:02,Taman Pramuka Bandung,15,7,8
2026-02-04 22:09:02,Jl Citarum Bandung,12,6,6
2026-02-04 22:09:02,Jl Banda Riau Bandung,14,7,7
2026-02-04 22:09:02,Persimpangan Sariningsih,2,1,1
2026-02-04 22:09:02,Jl Merdeka Jawa Bandung,26,12,14
2026-02-04 22:09:02,Simpang Merdeka Aceh,22,10,12
2026-02-04 22:09:02,Jl. Pasar Kosambi Bandung,16,7,9
2026-02-04 22:09:02,Persimpangan Ahmad Yani Rel,9,4,5
2026-02-04 22:09:02,Simpang Surapati - Pusdai,23,12,11
2026-02-04 22:09:02,Simpang Gasibu,25,13,12
2026-02-04 22:09:02,Simpang Cikapayang Dago,34,15,19
2026-02-04 22:09:02,Simpang Cihampelas,29,13,16
2026-02-04 22:09:02,Pertigaan Katamsoe,11,6,5
2026-02-04 22:08:02,Simpang Gedebage - Soekarno Hatta,49,17,32
2026-02-04 22:08:02,Gedebage Arah GBLA,54,19,35
2026-02-04 22:08:02,Pertigaan Waas Batununggal,2,1,1
2026-02-04 22:08:02,Simpang Kordon,17,9,8
2026-02-04 22:08:02,SIMPANG TUGU KUJANG Kota Bogor,16,8,8
2026-02-04 22:08:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
